PlainOutput,BFVOutput,CKKSOutput,MOREOutput,CKKSOutput_Enc,MOREOutput_Enc,BFVOutput_Enc,Plain_Time,BFV_Time,CKKS_Time,MORE_Time,BFV_Enc_Time,CKKS_Enc_Time,MORE_Enc_Time
-1.0142189385554612,-0.8566,-1.1645658143935849,-1.014218938548974,-1.1649281691701538,-1.0142188621797197,-0.8566,2.765655517578125e-05,0.06344175338745117,0.06306290626525879,8.7738037109375e-05,0.24609375,0.036035776138305664,6.437301635742188e-05
-0.46749363102152286,-0.1973,-0.5007263232717085,-0.46749363102001523,-0.5022731086711445,-0.4674952740050712,-0.1973,1.5020370483398438e-05,0.07961106300354004,0.044133663177490234,7.152557373046875e-05,0.2599906921386719,0.03578042984008789,6.508827209472656e-05
-0.056214416560279534,-0.4136,-0.1314421248326364,-0.05621441656439858,-0.13175186083990395,-0.05621529488273364,-0.4136,1.4543533325195312e-05,0.05952000617980957,0.03497767448425293,7.152557373046875e-05,0.24982047080993652,0.03662228584289551,7.033348083496094e-05
-0.11511310273399711,-0.4409,-0.19212779726253792,-0.11511310272482869,-0.19465443531338217,-0.11511161030628556,-0.4409,1.5020370483398438e-05,0.059717655181884766,0.03700518608093262,6.937980651855469e-05,0.25937819480895996,0.034673452377319336,6.246566772460938e-05
0.520471708557624,0.5984,0.626899457379342,0.5204717085626495,0.6232351622808501,0.5204712257294029,0.5984,1.5020370483398438e-05,0.06986761093139648,0.03695416450500488,7.200241088867188e-05,0.2700827121734619,0.03842735290527344,6.67572021484375e-05
-0.7790386257794294,-0.9118,-0.9415796968935486,-0.7790386257819006,-0.9415460220030456,-0.7790390765080913,-0.9118,1.4781951904296875e-05,0.06276440620422363,0.04605221748352051,7.462501525878906e-05,0.24015021324157715,0.033538818359375,6.365776062011719e-05
0.673468362839954,0.457,0.752293725807208,0.6734683628446179,0.7529019410004734,0.6734680173725993,0.457,1.5974044799804688e-05,0.07246518135070801,0.0436253547668457,8.845329284667969e-05,0.25180792808532715,0.03331422805786133,6.222724914550781e-05
0.14235245424343565,0.1622,0.17431313172932952,0.14235245423949144,0.1757253965539143,0.14235265441225173,0.1622,1.5497207641601562e-05,0.060608863830566406,0.03823995590209961,0.0001163482666015625,0.2436978816986084,0.0327146053314209,6.079673767089844e-05
0.47732496317185485,0.1246,0.4982024161865082,0.4773249631706319,0.4981209935290628,0.47732463179474466,0.1246,1.4066696166992188e-05,0.059755563735961914,0.0408320426940918,8.940696716308594e-05,0.24239253997802734,0.033933401107788086,6.198883056640625e-05
0.7011204856949445,0.2956,0.7513898477652438,0.7011204856984148,0.7510261366314024,0.7011207191395653,0.2956,1.6450881958007812e-05,0.06905484199523926,0.04286909103393555,0.0001285076141357422,0.24038028717041016,0.03337526321411133,6.222724914550781e-05
0.3317216378171829,0.0163,0.3344739910541913,0.33172163780301156,0.3373325704008489,0.3317233227874591,0.0163,2.9802322387695312e-05,0.0878145694732666,0.043450117111206055,8.034706115722656e-05,0.27104687690734863,0.03516960144042969,6.508827209472656e-05
0.49840067305982433,0.3798,0.5647634967892393,0.49840067306560326,0.565831165876211,0.49840112596416614,0.3798,1.4543533325195312e-05,0.059807538986206055,0.038823604583740234,8.559226989746094e-05,0.24619460105895996,0.035021305084228516,6.747245788574219e-05
0.2842626806532229,0.1359,0.3110331662456662,0.2842626806535631,0.3061848914122177,0.28426286413763513,0.1359,2.1696090698242188e-05,0.0659334659576416,0.040925025939941406,7.796287536621094e-05,0.26204848289489746,0.03437376022338867,6.246566772460938e-05
0.623318307964797,0.7968,0.7658500258036296,0.6233183079666296,0.7676921985108174,0.6233163508597502,0.7968,1.5497207641601562e-05,0.059346914291381836,0.04922842979431152,9.417533874511719e-05,0.2710247039794922,0.035726070404052734,6.341934204101562e-05
0.6707061286713394,0.72,0.7979864801416371,0.6707061286714985,0.7974701722228713,0.6707061268252673,0.72,2.7179718017578125e-05,0.07087945938110352,0.034499168395996094,7.081031799316406e-05,0.24437355995178223,0.03345131874084473,6.389617919921875e-05
-9.991016466902314e-05,-0.0449,-0.008197522392757204,-9.991016534151554e-05,-0.006327242279822898,-0.00010011346745380376,-0.0449,1.5497207641601562e-05,0.060962677001953125,0.042847633361816406,7.796287536621094e-05,0.2493433952331543,0.03392958641052246,6.246566772460938e-05
0.15213044177488919,0.2318,0.19283925188051199,0.15213044178341856,0.1927654765520846,0.1521292240930158,0.2318,1.52587890625e-05,0.060190439224243164,0.038457393646240234,7.319450378417969e-05,0.2448408603668213,0.03526425361633301,9.918212890625e-05
0.4525817502299164,-0.0144,0.44804986605636865,0.45258175022857616,0.45040064785112666,0.45258211722009023,-0.0144,1.7642974853515625e-05,0.07089972496032715,0.03910231590270996,7.653236389160156e-05,0.24435973167419434,0.03399467468261719,0.00016236305236816406
0.044908154781066745,0.403,0.11717334230935186,0.044908154780214635,0.11710002506499281,0.04490901042389757,0.403,1.4543533325195312e-05,0.06817913055419922,0.034523963928222656,7.62939453125e-05,0.25347185134887695,0.03432011604309082,6.365776062011719e-05
0.03750737260244405,0.0864,0.05615512765835535,0.0375073726053139,0.05462959028499197,0.037505491280532065,0.0864,1.6927719116210938e-05,0.07346105575561523,0.04295945167541504,7.963180541992188e-05,0.25321531295776367,0.033709049224853516,6.413459777832031e-05
0.0007178068368992596,0.2417,0.046852500816784215,0.0007178068320000669,0.046162196859640604,0.0007163052012898379,0.2417,1.5735626220703125e-05,0.06851387023925781,0.03792119026184082,8.893013000488281e-05,0.25780487060546875,0.03534054756164551,8.344650268554688e-05
-0.10130897135132977,-0.4165,-0.17650377162027567,-0.10130897135136713,-0.17465490353539678,-0.10130996514444625,-0.4165,1.5735626220703125e-05,0.06734228134155273,0.04338550567626953,0.0001456737518310547,0.2566044330596924,0.0365598201751709,6.771087646484375e-05
0.2726700306418629,0.465,0.3559671493862115,0.27267003064305995,0.35714036339483785,0.27267010788731294,0.465,1.5974044799804688e-05,0.08719921112060547,0.045133352279663086,8.320808410644531e-05,0.2693314552307129,0.03330349922180176,6.29425048828125e-05
0.3829709253606509,0.0103,0.3833120225897153,0.3829709253589264,0.38230736894920636,0.38297126500784623,0.0103,2.5987625122070312e-05,0.06334567070007324,0.04471254348754883,7.653236389160156e-05,0.253756046295166,0.03525519371032715,6.151199340820312e-05
0.24700515146640734,0.0497,0.2553684866839604,0.2470051514675213,0.25519691884846596,0.2470043653619537,0.0497,1.6450881958007812e-05,0.07428097724914551,0.05438232421875,7.724761962890625e-05,0.2492520809173584,0.03299832344055176,7.05718994140625e-05
0.04104977920500791,0.3665,0.10728416840473998,0.04104977920483554,0.1088430668672752,0.04104825004765062,0.3665,1.52587890625e-05,0.07096004486083984,0.0367734432220459,7.176399230957031e-05,0.25456976890563965,0.03398895263671875,6.389617919921875e-05
0.8099489796070314,1.1643,1.016489030830649,0.8099489796060018,1.0148833806624282,0.8099484983569047,1.1643,1.52587890625e-05,0.06337547302246094,0.039211273193359375,7.605552673339844e-05,0.2531280517578125,0.03471779823303223,7.867813110351562e-05
0.5207951152318314,0.7136,0.6478037578177609,0.5207951152314334,0.6467835644353602,0.5207967450583472,0.7136,1.52587890625e-05,0.05995821952819824,0.03945016860961914,7.700920104980469e-05,0.2690856456756592,0.03854012489318848,8.058547973632812e-05
0.1821986380128481,0.0178,0.18112527955852087,0.18219863800777872,0.18131989772522103,0.18220046011202046,0.0178,3.886222839355469e-05,0.08988785743713379,0.03763914108276367,7.843971252441406e-05,0.24901127815246582,0.034942626953125,6.175041198730469e-05
-0.6844970137910775,-0.3239,-0.7405520774934455,-0.6844970137912574,-0.7423149033190107,-0.6844976740887004,-0.3239,1.7404556274414062e-05,0.07904386520385742,0.048827409744262695,7.82012939453125e-05,0.26520752906799316,0.03827500343322754,0.0001480579376220703
0.4055978562940351,0.5073,0.4946952416855298,0.4055978562961461,0.4973191445917384,0.4055960644006997,0.5073,1.6689300537109375e-05,0.08855342864990234,0.05387687683105469,7.557868957519531e-05,0.28206944465637207,0.03951311111450195,0.00011324882507324219
-1.5604072344914406,-1.291,-1.7894904209724487,-1.5604072344802444,-1.7815435525689627,-1.5604070656488152,-1.291,1.6450881958007812e-05,0.06851816177368164,0.04057502746582031,7.82012939453125e-05,0.26079392433166504,0.036743879318237305,6.651878356933594e-05
0.16299517040758713,0.0128,0.16469386929637472,0.16299517040106926,0.16590746492590952,0.16299557565265166,0.0128,1.52587890625e-05,0.06066775321960449,0.03539133071899414,7.581710815429688e-05,0.26900815963745117,0.03826546669006348,6.67572021484375e-05
0.9415204087215089,0.528,1.0359357163763603,0.9415204087226348,1.0356285611672442,0.9415193243069658,0.528,1.52587890625e-05,0.08243346214294434,0.03635263442993164,7.486343383789062e-05,0.26140332221984863,0.03400087356567383,6.246566772460938e-05
0.48109384877773415,0.3017,0.5331271395212426,0.4810938487800408,0.5355552665364384,0.48109346018168664,0.3017,2.7179718017578125e-05,0.08377289772033691,0.04219365119934082,7.915496826171875e-05,0.2623436450958252,0.03388571739196777,6.985664367675781e-05
0.5903130243332133,0.4648,0.6733478018586172,0.5903130243388013,0.6721663396113777,0.590313351513931,0.4648,1.6450881958007812e-05,0.06563186645507812,0.03971052169799805,7.772445678710938e-05,0.256817102432251,0.03298068046569824,6.341934204101562e-05
-0.05623023859242515,-0.3465,-0.12009379946217766,-0.056230238602742344,-0.12109202621711797,-0.05622859327016137,-0.3465,1.71661376953125e-05,0.09762215614318848,0.04747629165649414,0.00010204315185546875,0.2687380313873291,0.03655719757080078,0.0001704692840576172
0.2825310634217311,-0.2183,0.24516791604586624,0.2825310634174045,0.24384797693486077,0.28253083775484766,-0.2183,1.621246337890625e-05,0.07025623321533203,0.03986167907714844,7.653236389160156e-05,0.25733304023742676,0.04067349433898926,7.605552673339844e-05
-0.03790343082662945,-0.3384,-0.09631295610886992,-0.03790343083033259,-0.0952818329900675,-0.03790494560189979,-0.3384,1.5974044799804688e-05,0.07657766342163086,0.05011391639709473,0.00010204315185546875,0.25765085220336914,0.03456926345825195,6.532669067382812e-05
-0.5953232318556126,-1.0728,-0.7830470664115601,-0.5953232318402888,-0.7847471393739229,-0.5953231387919298,-1.0728,1.5497207641601562e-05,0.06975436210632324,0.0477597713470459,8.249282836914062e-05,0.2836625576019287,0.03656744956970215,7.152557373046875e-05
0.2492738102128658,0.2388,0.29133582881781733,0.24927381021120795,0.29117021401131377,0.24927246573429987,0.2388,1.52587890625e-05,0.06272625923156738,0.037253379821777344,7.271766662597656e-05,0.2574620246887207,0.03522539138793945,6.246566772460938e-05
-0.11059630647193419,-0.4704,-0.19452420131687637,-0.11059630647427715,-0.19483765930739355,-0.11059458835172162,-0.4704,1.5497207641601562e-05,0.07433247566223145,0.046602487564086914,0.00013756752014160156,0.2655620574951172,0.037290096282958984,6.818771362304688e-05
